id,churn_probability,risk_level,primary_threshold,above_primary_threshold,actual_churn,positive_driver_1,positive_driver_1_shap,positive_driver_1_abs_shap,positive_driver_1_value,positive_driver_1_type,positive_driver_2,positive_driver_2_shap,positive_driver_2_abs_shap,positive_driver_2_value,positive_driver_2_type,positive_driver_3,positive_driver_3_shap,positive_driver_3_abs_shap,positive_driver_3_value,positive_driver_3_type,positive_driver_4,positive_driver_4_shap,positive_driver_4_abs_shap,positive_driver_4_value,positive_driver_4_type,positive_driver_5,positive_driver_5_shap,positive_driver_5_abs_shap,positive_driver_5_value,positive_driver_5_type,negative_driver_1,negative_driver_1_shap,negative_driver_1_abs_shap,negative_driver_1_value,negative_driver_1_type,negative_driver_2,negative_driver_2_shap,negative_driver_2_abs_shap,negative_driver_2_value,negative_driver_2_type,negative_driver_3,negative_driver_3_shap,negative_driver_3_abs_shap,negative_driver_3_value,negative_driver_3_type,negative_driver_4,negative_driver_4_shap,negative_driver_4_abs_shap,negative_driver_4_value,negative_driver_4_type,negative_driver_5,negative_driver_5_shap,negative_driver_5_abs_shap,negative_driver_5_value,negative_driver_5_type
60520,0.0020215010432147024,Below Primary Threshold,0.1,False,0,isd_ic_mou_8,0.18572356,0.18572356,24.61,Risk-increasing contribution,std_ic_t2f_mou_7,0.08175322,0.08175322,40.66,Risk-increasing contribution,std_ic_mou_std_6_8,0.06851545,0.06851545,15.351669471284078,Risk-increasing contribution,spl_og_mou_7,0.04034894,0.04034894,15.96,Risk-increasing contribution,loc_og_t2m_mou_8,0.034440078,0.034440078,254.53,Risk-increasing contribution,total_activity_8,-0.61522645,0.61522645,1157.45,Risk-reducing contribution,last_day_rch_amt_8,-0.5564216,0.5564216,150.0,Risk-reducing contribution,total_ic_mou_min_6_8,-0.5202333,0.5202333,458.38,Risk-reducing contribution,std_ic_t2f_mou_8,-0.4286706,0.4286706,10.46,Risk-reducing contribution,total_ic_mou_8,-0.35193375,0.35193375,694.41,Risk-reducing contribution
8108,0.25626782042349133,High,0.1,True,0,roam_og_mou_8,0.95439655,0.95439655,114.69,Risk-increasing contribution,total_activity_pct_change_7_to_8,0.54435694,0.54435694,-0.7486634944407056,Risk-increasing contribution,roam_og_mou_change_6_to_8,0.29497987,0.29497987,106.93,Risk-increasing contribution,roam_ic_mou_8,0.1632108,0.1632108,3.84,Risk-increasing contribution,roam_og_mou_7,0.12589176,0.12589176,0.0,Risk-increasing contribution,voice_rech_recency_8,-1.0565131,1.0565131,1.0,Risk-reducing contribution,last_day_rch_amt_8,-0.5696075,0.5696075,45.0,Risk-reducing contribution,total_activity_8,-0.3014945,0.3014945,1060.63,Risk-reducing contribution,total_ic_mou_8,-0.09686599,0.09686599,26.89,Risk-reducing contribution,total_voice_mou_8,-0.09550253,0.09550253,1060.63,Risk-reducing contribution
62834,0.37533618153189036,High,0.1,True,0,total_activity_pct_change_7_to_8,1.0794034,1.0794034,-0.97243567497893,Risk-increasing contribution,last_day_rch_amt_8,0.5332971,0.5332971,0.0,Risk-increasing contribution,total_ic_mou_pct_change_7_to_8,0.24950755,0.24950755,-0.8622102318145483,Risk-increasing contribution,loc_ic_mou_pct_change_7_to_8,0.10785162,0.10785162,-0.8660849772382397,Risk-increasing contribution,voice_rech_recency_8,0.099164665,0.099164665,4.0,Risk-increasing contribution,total_activity_8,-0.17894009,0.17894009,38.92,Risk-reducing contribution,roam_og_mou_8,-0.1455944,0.1455944,0.0,Risk-reducing contribution,total_voice_mou_8,-0.07270632,0.07270632,38.92,Risk-reducing contribution,arpu_change_6_to_8,-0.07141428,0.07141428,-91.753,Risk-reducing contribution,max_rech_amt_7,-0.057097632,0.057097632,120.0,Risk-reducing contribution
60178,0.3230523560797989,High,0.1,True,0,total_ic_mou_8,0.7959562,0.7959562,0.0,Risk-increasing contribution,total_ic_mou_min_6_8,0.3896669,0.3896669,0.0,Risk-increasing contribution,last_day_rch_amt_8,0.32844648,0.32844648,0.0,Risk-increasing contribution,total_activity_pct_change_7_to_8,0.21402246,0.21402246,-0.4491705813270699,Risk-increasing contribution,aon,0.15951091,0.15951091,376.0,Risk-increasing contribution,total_activity_8,-0.526107,0.526107,150.08999999999995,Risk-reducing contribution,arpu_min_6_8,-0.11978134,0.11978134,42.793,Risk-reducing contribution,vol_3g_mb_8,-0.08819099,0.08819099,149.89,Risk-reducing contribution,arpu_std_6_8,-0.069814675,0.069814675,57.2202296239907,Risk-reducing contribution,roam_og_mou_8,-0.06376168,0.06376168,0.0,Risk-reducing contribution
57410,0.00467360000275932,Below Primary Threshold,0.1,False,0,total_rech_num_8,0.08508671,0.08508671,10.0,Risk-increasing contribution,recharge_count_min_6_8,0.07880324,0.07880324,10.0,Risk-increasing contribution,max_rech_amt_7,0.06878895,0.06878895,50.0,Risk-increasing contribution,std_ic_mou_std_6_8,0.044116706,0.044116706,11.396263520216715,Risk-increasing contribution,loc_og_mou_change_7_to_8,0.039179493,0.039179493,24.100000000000023,Risk-increasing contribution,total_activity_8,-0.5880284,0.5880284,660.3599999999999,Risk-reducing contribution,total_ic_mou_min_6_8,-0.4345193,0.4345193,251.14,Risk-reducing contribution,total_ic_mou_8,-0.36901733,0.36901733,356.58,Risk-reducing contribution,last_day_rch_amt_8,-0.34465992,0.34465992,50.0,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.22832087,0.22832087,0.2138301196625185,Risk-reducing contribution
50929,0.11589102470895063,High,0.1,True,0,total_ic_mou_8,0.57762825,0.57762825,0.0,Risk-increasing contribution,voice_rech_recency_8,0.39077392,0.39077392,20.0,Risk-increasing contribution,total_ic_mou_min_6_8,0.23777083,0.23777083,0.0,Risk-increasing contribution,total_ic_mou_max_6_8,0.16422644,0.16422644,0.06,Risk-increasing contribution,total_activity_pct_change_7_to_8,0.14384834,0.14384834,-0.4821668728818118,Risk-increasing contribution,total_activity_8,-0.5905741,0.5905741,96.26,Risk-reducing contribution,last_day_rch_amt_8,-0.21502317,0.21502317,46.0,Risk-reducing contribution,roam_og_mou_8,-0.13469245,0.13469245,0.0,Risk-reducing contribution,arpu_min_6_8,-0.111388184,0.111388184,38.557,Risk-reducing contribution,std_ic_mou_std_6_8,-0.082846254,0.082846254,0.0282842712474619,Risk-reducing contribution
14615,0.009548573303066668,Below Primary Threshold,0.1,False,0,voice_rech_recency_8,0.39717397,0.39717397,12.0,Risk-increasing contribution,max_rech_amt_7,0.080522835,0.080522835,30.0,Risk-increasing contribution,spl_ic_mou_8,0.037525546,0.037525546,0.0,Risk-increasing contribution,max_rech_amt_8,0.031337835,0.031337835,30.0,Risk-increasing contribution,ic_others_8,0.023881022,0.023881022,0.0,Risk-increasing contribution,total_activity_8,-0.51868606,0.51868606,158.57000000000002,Risk-reducing contribution,total_ic_mou_8,-0.34059444,0.34059444,144.74,Risk-reducing contribution,total_ic_mou_min_6_8,-0.276823,0.276823,120.78,Risk-reducing contribution,loc_ic_t2m_mou_8,-0.2199556,0.2199556,88.31,Risk-reducing contribution,roam_og_mou_8,-0.20414454,0.20414454,0.0,Risk-reducing contribution
34391,0.0013988826942108738,Below Primary Threshold,0.1,False,0,total_ic_mou_change_6_to_8,0.089558594,0.089558594,-200.56999999999996,Risk-increasing contribution,spl_og_mou_7,0.053644538,0.053644538,0.73,Risk-increasing contribution,arpu_recent_vs_baseline,0.038601633,0.038601633,123.16666666666666,Risk-increasing contribution,total_rech_num_8,0.034808956,0.034808956,8.0,Risk-increasing contribution,std_ic_mou_std_6_8,0.02587438,0.02587438,2.945757778380444,Risk-increasing contribution,voice_rech_recency_8,-0.8900495,0.8900495,1.0,Risk-reducing contribution,total_activity_8,-0.54940623,0.54940623,679.52,Risk-reducing contribution,last_day_rch_amt_8,-0.44448665,0.44448665,130.0,Risk-reducing contribution,total_ic_mou_8,-0.34165588,0.34165588,604.11,Risk-reducing contribution,total_ic_mou_min_6_8,-0.29363734,0.29363734,604.11,Risk-reducing contribution
60003,0.002627679975298845,Below Primary Threshold,0.1,False,0,total_rech_num_8,0.08360622,0.08360622,14.0,Risk-increasing contribution,std_og_t2t_mou_8,0.08010826,0.08010826,1138.54,Risk-increasing contribution,std_og_mou_8,0.053474005,0.053474005,1189.06,Risk-increasing contribution,total_og_mou_min_6_8,0.049057283,0.049057283,1309.29,Risk-increasing contribution,arpu_8,0.04727954,0.04727954,691.752,Risk-increasing contribution,voice_rech_recency_8,-1.2622324,1.2622324,1.0,Risk-reducing contribution,total_activity_8,-0.55943954,0.55943954,1552.25,Risk-reducing contribution,aon,-0.49332473,0.49332473,3651.0,Risk-reducing contribution,total_ic_mou_8,-0.41042307,0.41042307,242.96,Risk-reducing contribution,roam_og_mou_8,-0.3910783,0.3910783,0.0,Risk-reducing contribution
9575,0.004844824328343466,Below Primary Threshold,0.1,False,0,loc_og_t2c_mou_8,0.103800304,0.103800304,31.86,Risk-increasing contribution,arpu_change_6_to_8,0.07822693,0.07822693,279.267,Risk-increasing contribution,total_rech_num_8,0.06384377,0.06384377,12.0,Risk-increasing contribution,arpu_std_6_8,0.058636755,0.058636755,127.49611922024224,Risk-increasing contribution,spl_og_mou_8,0.056209728,0.056209728,46.23,Risk-increasing contribution,voice_rech_recency_8,-1.1209873,1.1209873,1.0,Risk-reducing contribution,total_activity_8,-0.53937435,0.53937435,325.37,Risk-reducing contribution,last_day_rch_amt_8,-0.41951874,0.41951874,50.0,Risk-reducing contribution,total_ic_mou_8,-0.3338639,0.3338639,181.44,Risk-reducing contribution,roam_og_mou_8,-0.3136885,0.3136885,0.0,Risk-reducing contribution
3428,0.14651822049018798,High,0.1,True,0,total_activity_8,0.75708866,0.75708866,6.73,Risk-increasing contribution,total_activity_pct_change_7_to_8,0.5092133,0.5092133,-0.8988274203247143,Risk-increasing contribution,last_day_rch_amt_8,0.30845037,0.30845037,0.0,Risk-increasing contribution,voice_rech_recency_8,0.14564903,0.14564903,5.0,Risk-increasing contribution,spl_ic_mou_8,0.08226202,0.08226202,0.0,Risk-increasing contribution,total_voice_mou_8,-0.40291682,0.40291682,6.73,Risk-reducing contribution,roam_og_mou_8,-0.120070525,0.120070525,0.0,Risk-reducing contribution,std_ic_mou_std_6_8,-0.09691297,0.09691297,0.0,Risk-reducing contribution,total_ic_mou_8,-0.091948114,0.091948114,6.73,Risk-reducing contribution,loc_ic_mou_7,-0.066056296,0.066056296,10.74,Risk-reducing contribution
60677,0.009983692737498657,Below Primary Threshold,0.1,False,0,total_ic_mou_min_6_8,0.49891767,0.49891767,0.0,Risk-increasing contribution,arpu_8,0.12522049,0.12522049,732.866,Risk-increasing contribution,total_ic_mou_7,0.105416164,0.105416164,0.0,Risk-increasing contribution,total_activity_6,0.07116791,0.07116791,0.0,Risk-increasing contribution,aon,0.06647878,0.06647878,360.0,Risk-increasing contribution,last_day_rch_amt_8,-0.5820406,0.5820406,130.0,Risk-reducing contribution,total_activity_8,-0.5674721,0.5674721,1645.05,Risk-reducing contribution,spl_ic_mou_8,-0.4242423,0.4242423,0.01,Risk-reducing contribution,total_ic_mou_8,-0.33738655,0.33738655,39.71,Risk-reducing contribution,roam_og_mou_8,-0.2910631,0.2910631,0.0,Risk-reducing contribution
68754,0.0014242883551791367,Below Primary Threshold,0.1,False,0,total_rech_num_8,0.063546434,0.063546434,10.0,Risk-increasing contribution,std_ic_mou_change_6_to_8,0.061507173,0.061507173,-40.0,Risk-increasing contribution,recharge_num_change_6_to_8,0.03933776,0.03933776,4.0,Risk-increasing contribution,max_rech_amt_8,0.03809007,0.03809007,50.0,Risk-increasing contribution,voice_rech_recency_7,0.034313656,0.034313656,2.0,Risk-increasing contribution,voice_rech_recency_8,-1.0171423,1.0171423,1.0,Risk-reducing contribution,total_activity_8,-0.5620078,0.5620078,632.8,Risk-reducing contribution,total_ic_mou_8,-0.39123198,0.39123198,231.51,Risk-reducing contribution,last_day_rch_amt_8,-0.33411807,0.33411807,50.0,Risk-reducing contribution,total_ic_mou_min_6_8,-0.32082355,0.32082355,231.51,Risk-reducing contribution
67802,0.004526424392768396,Below Primary Threshold,0.1,False,0,onnet_mou_8,0.073599726,0.073599726,7.26,Risk-increasing contribution,recharge_count_min_6_8,0.06060138,0.06060138,6.0,Risk-increasing contribution,arpu_avg_6_8,0.053824168,0.053824168,551.5303333333335,Risk-increasing contribution,total_rech_num_8,0.052289672,0.052289672,6.0,Risk-increasing contribution,recharge_amount_std_6_8,0.046957616,0.046957616,6.97614984548545,Risk-increasing contribution,last_day_rch_amt_8,-0.6039541,0.6039541,130.0,Risk-reducing contribution,total_activity_8,-0.5915389,0.5915389,753.37,Risk-reducing contribution,total_ic_mou_8,-0.34128633,0.34128633,147.84,Risk-reducing contribution,total_ic_mou_min_6_8,-0.29682466,0.29682466,147.84,Risk-reducing contribution,roam_og_mou_8,-0.2339371,0.2339371,0.0,Risk-reducing contribution
9638,0.003832961430260845,Below Primary Threshold,0.1,False,0,total_rech_num_8,0.21513012,0.21513012,28.0,Risk-increasing contribution,std_og_t2t_mou_8,0.06220525,0.06220525,1850.26,Risk-increasing contribution,arpu_change_7_to_8,0.057915825,0.057915825,257.26700000000005,Risk-increasing contribution,arpu_recent_vs_baseline,0.05659215,0.05659215,307.6833333333333,Risk-increasing contribution,arpu_avg_6_8,0.05237716,0.05237716,634.2686666666667,Risk-increasing contribution,voice_rech_recency_8,-1.6657524,1.6657524,0.0,Risk-reducing contribution,total_activity_8,-0.62530285,0.62530285,2078.15,Risk-reducing contribution,last_day_rch_amt_8,-0.45444256,0.45444256,50.0,Risk-reducing contribution,roam_og_mou_8,-0.4465665,0.4465665,0.0,Risk-reducing contribution,total_ic_mou_8,-0.328163,0.328163,178.84,Risk-reducing contribution
23626,0.02493587829436564,Below Primary Threshold,0.1,False,0,voice_rech_recency_8,0.47714612,0.47714612,10.0,Risk-increasing contribution,aon,0.09814315,0.09814315,321.0,Risk-increasing contribution,std_ic_mou_pct_change_7_to_8,0.07131432,0.07131432,-1.0,Risk-increasing contribution,arpu_std_6_8,0.056073952,0.056073952,187.8815487309905,Risk-increasing contribution,spl_ic_mou_8,0.044532567,0.044532567,0.0,Risk-increasing contribution,total_activity_8,-0.51800424,0.51800424,667.4000000000001,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.30791107,0.30791107,1.8983367351370133,Risk-reducing contribution,total_ic_mou_8,-0.27473035,0.27473035,31.18,Risk-reducing contribution,total_ic_mou_min_6_8,-0.21787237,0.21787237,31.18,Risk-reducing contribution,vol_3g_mb_8,-0.20791851,0.20791851,533.96,Risk-reducing contribution
48562,0.7963142447153164,Very High,0.1,True,1,total_activity_8,1.7744527,1.7744527,0.0,Risk-increasing contribution,total_ic_mou_8,0.8091243,0.8091243,0.0,Risk-increasing contribution,total_ic_mou_min_6_8,0.33821186,0.33821186,0.0,Risk-increasing contribution,voice_rech_recency_8,0.22783093,0.22783093,24.0,Risk-increasing contribution,last_day_rch_amt_8,0.16432475,0.16432475,0.0,Risk-increasing contribution,aon,-0.10972365,0.10972365,1423.0,Risk-reducing contribution,total_rech_num_8,-0.079966545,0.079966545,1.0,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.058720347,0.058720347,-0.0296725950017562,Risk-reducing contribution,roam_og_mou_7,-0.05077733,0.05077733,6.74,Risk-reducing contribution,recharge_value_per_transaction_8,-0.044678044,0.044678044,0.0,Risk-reducing contribution
21935,0.5469795385647515,Very High,0.1,True,0,total_activity_8,1.3455237,1.3455237,0.0,Risk-increasing contribution,total_ic_mou_8,0.444841,0.444841,0.0,Risk-increasing contribution,total_activity_pct_change_7_to_8,0.28281426,0.28281426,-1.0,Risk-increasing contribution,last_day_rch_amt_8,0.24115321,0.24115321,0.0,Risk-increasing contribution,total_ic_mou_min_6_8,0.16159946,0.16159946,0.0,Risk-increasing contribution,loc_ic_mou_change_6_to_8,-0.10214812,0.10214812,-70.24,Risk-reducing contribution,aon,-0.08390616,0.08390616,1154.0,Risk-reducing contribution,arpu_min_6_8,-0.0768969,0.0768969,1.61,Risk-reducing contribution,arpu_std_6_8,-0.064673536,0.064673536,79.62847372782065,Risk-reducing contribution,roam_og_mou_7,-0.056420773,0.056420773,5.1,Risk-reducing contribution
7119,0.005660274655104579,Below Primary Threshold,0.1,False,0,isd_ic_mou_8,0.15201497,0.15201497,13.8,Risk-increasing contribution,loc_og_t2f_mou_8,0.14206176,0.14206176,24.64,Risk-increasing contribution,voice_rech_recency_8,0.13716207,0.13716207,7.0,Risk-increasing contribution,vol_2g_mb_pct_change_6_to_8,0.11902945,0.11902945,-1.0,Risk-increasing contribution,std_og_mou_change_7_to_8,0.033330318,0.033330318,-39.10000000000001,Risk-increasing contribution,total_activity_8,-0.5896946,0.5896946,924.72,Risk-reducing contribution,last_day_rch_amt_8,-0.5168063,0.5168063,150.0,Risk-reducing contribution,total_ic_mou_min_6_8,-0.5033709,0.5033709,530.44,Risk-reducing contribution,total_ic_mou_8,-0.35549054,0.35549054,530.44,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.20023018,0.20023018,-0.0678789589339353,Risk-reducing contribution
39781,0.0038801847555614524,Below Primary Threshold,0.1,False,0,total_rech_num_8,0.21884093,0.21884093,64.0,Risk-increasing contribution,arpu_8,0.06901819,0.06901819,717.027,Risk-increasing contribution,recharge_count_std_6_8,0.050970517,0.050970517,22.686266036231405,Risk-increasing contribution,roam_og_mou_7,0.05003457,0.05003457,0.0,Risk-increasing contribution,arpu_std_6_8,0.048810497,0.048810497,245.8557820218096,Risk-increasing contribution,voice_rech_recency_8,-1.8488456,1.8488456,0.0,Risk-reducing contribution,total_activity_8,-0.5378143,0.5378143,1530.53,Risk-reducing contribution,roam_og_mou_8,-0.4372713,0.4372713,0.0,Risk-reducing contribution,total_ic_mou_8,-0.33498317,0.33498317,85.29,Risk-reducing contribution,last_day_rch_amt_8,-0.32874313,0.32874313,20.0,Risk-reducing contribution
7978,0.008333558888479359,Below Primary Threshold,0.1,False,0,total_ic_mou_min_6_8,0.15461427,0.15461427,12.48,Risk-increasing contribution,std_ic_mou_pct_change_7_to_8,0.04759155,0.04759155,-1.0,Risk-increasing contribution,recharge_count_min_6_8,0.044625886,0.044625886,5.0,Risk-increasing contribution,spl_ic_mou_8,0.041080356,0.041080356,0.0,Risk-increasing contribution,roam_og_mou_7,0.038746566,0.038746566,0.0,Risk-increasing contribution,total_activity_8,-0.51731503,0.51731503,736.4,Risk-reducing contribution,last_day_rch_amt_8,-0.42827034,0.42827034,36.0,Risk-reducing contribution,roam_og_mou_8,-0.35873216,0.35873216,0.0,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.2060051,0.2060051,0.1206135678850777,Risk-reducing contribution,ic_others_8,-0.19379677,0.19379677,0.36,Risk-reducing contribution
13789,0.029290279340157866,Below Primary Threshold,0.1,False,0,roam_og_mou_8,0.79769933,0.79769933,63.81,Risk-increasing contribution,roam_ic_mou_8,0.31590965,0.31590965,31.59,Risk-increasing contribution,roam_og_mou_change_6_to_8,0.15980907,0.15980907,63.81,Risk-increasing contribution,std_og_t2t_mou_6,0.14349163,0.14349163,723.54,Risk-increasing contribution,roam_og_mou_7,0.102290936,0.102290936,0.0,Risk-increasing contribution,voice_rech_recency_8,-0.7349689,0.7349689,0.0,Risk-reducing contribution,total_activity_8,-0.51148516,0.51148516,1470.86,Risk-reducing contribution,std_ic_t2f_mou_8,-0.41768545,0.41768545,3.93,Risk-reducing contribution,last_day_rch_amt_8,-0.35134476,0.35134476,130.0,Risk-reducing contribution,total_ic_mou_8,-0.24424279,0.24424279,616.61,Risk-reducing contribution
25054,0.0054912322285422255,Below Primary Threshold,0.1,False,0,voice_rech_recency_8,0.39703643,0.39703643,12.0,Risk-increasing contribution,max_rech_amt_7,0.05215613,0.05215613,30.0,Risk-increasing contribution,max_rech_amt_8,0.03200417,0.03200417,30.0,Risk-increasing contribution,spl_ic_mou_8,0.029637562,0.029637562,0.0,Risk-increasing contribution,roam_og_mou_7,0.029363405,0.029363405,0.0,Risk-increasing contribution,total_activity_8,-0.5205625,0.5205625,172.6,Risk-reducing contribution,std_ic_t2f_mou_8,-0.394126,0.394126,8.13,Risk-reducing contribution,total_ic_mou_8,-0.33516642,0.33516642,127.11,Risk-reducing contribution,total_ic_mou_min_6_8,-0.28750053,0.28750053,92.94,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.22179689,0.22179689,-0.136654661864746,Risk-reducing contribution
57275,0.0016427397416828346,Below Primary Threshold,0.1,False,0,recharge_count_min_6_8,0.06269012,0.06269012,6.0,Risk-increasing contribution,max_rech_amt_7,0.061019618,0.061019618,10.0,Risk-increasing contribution,total_rech_num_8,0.055362515,0.055362515,8.0,Risk-increasing contribution,total_og_mou_pct_change_7_to_8,0.03389231,0.03389231,1.114698063045955,Risk-increasing contribution,aon,0.03146222,0.03146222,546.0,Risk-increasing contribution,spl_ic_mou_8,-1.0157999,1.0157999,0.39,Risk-reducing contribution,total_activity_8,-0.50395143,0.50395143,542.52,Risk-reducing contribution,total_ic_mou_min_6_8,-0.41471824,0.41471824,368.99,Risk-reducing contribution,voice_rech_recency_8,-0.32828286,0.32828286,2.0,Risk-reducing contribution,total_ic_mou_8,-0.26417068,0.26417068,486.84,Risk-reducing contribution
40456,0.004742934042994354,Below Primary Threshold,0.1,False,0,spl_og_mou_7,0.07147874,0.07147874,10.55,Risk-increasing contribution,std_ic_mou_std_6_8,0.06303602,0.06303602,25.31240539076969,Risk-increasing contribution,roam_og_mou_std_6_8,0.037161037,0.037161037,9.937207298274949,Risk-increasing contribution,loc_og_mou_min_6_8,0.036202,0.036202,25.04,Risk-increasing contribution,spl_ic_mou_8,0.032213513,0.032213513,0.0,Risk-increasing contribution,last_day_rch_amt_8,-0.5619255,0.5619255,144.0,Risk-reducing contribution,total_activity_8,-0.5584277,0.5584277,300.07,Risk-reducing contribution,total_ic_mou_8,-0.34790432,0.34790432,131.01,Risk-reducing contribution,total_ic_mou_min_6_8,-0.30808082,0.30808082,71.64,Risk-reducing contribution,roam_og_mou_8,-0.26968175,0.26968175,0.0,Risk-reducing contribution
3547,0.6339999437869033,Very High,0.1,True,1,roam_og_mou_8,0.8965105,0.8965105,80.76,Risk-increasing contribution,last_day_rch_amt_8,0.3284254,0.3284254,0.0,Risk-increasing contribution,std_og_mou_8,0.2903678,0.2903678,1061.78,Risk-increasing contribution,voice_rech_recency_8,0.1909646,0.1909646,6.0,Risk-increasing contribution,roam_ic_mou_8,0.12713991,0.12713991,6.83,Risk-increasing contribution,total_activity_8,-0.31475493,0.31475493,1556.6,Risk-reducing contribution,total_ic_mou_8,-0.152542,0.152542,191.16,Risk-reducing contribution,roam_og_mou_7,-0.15146735,0.15146735,113.44,Risk-reducing contribution,total_ic_mou_min_6_8,-0.14028205,0.14028205,191.16,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.07925263,0.07925263,-0.3011551636668925,Risk-reducing contribution
56514,0.5830865221288759,Very High,0.1,True,1,total_activity_8,0.9181979,0.9181979,1.28,Risk-increasing contribution,total_activity_pct_change_7_to_8,0.6102651,0.6102651,-0.9883498680258488,Risk-increasing contribution,last_day_rch_amt_8,0.18067478,0.18067478,0.0,Risk-increasing contribution,aon,0.15056345,0.15056345,396.0,Risk-increasing contribution,voice_rech_recency_8,0.1438158,0.1438158,12.0,Risk-increasing contribution,total_voice_mou_8,-0.24355681,0.24355681,1.28,Risk-reducing contribution,roam_og_mou_8,-0.092469856,0.092469856,0.0,Risk-reducing contribution,loc_og_t2m_mou_8,-0.05282772,0.05282772,0.0,Risk-reducing contribution,arpu_avg_6_8,-0.043893877,0.043893877,77.56333333333333,Risk-reducing contribution,voice_rech_recency_7,-0.03607073,0.03607073,7.0,Risk-reducing contribution
6792,0.005564334313391357,Below Primary Threshold,0.1,False,0,last_day_rch_amt_8,0.2511764,0.2511764,0.0,Risk-increasing contribution,voice_rech_recency_8,0.1652929,0.1652929,12.0,Risk-increasing contribution,std_ic_mou_pct_change_7_to_8,0.10760017,0.10760017,-1.0,Risk-increasing contribution,spl_ic_mou_8,0.046125747,0.046125747,0.0,Risk-increasing contribution,loc_og_t2m_mou_8,0.041115787,0.041115787,161.99,Risk-increasing contribution,total_activity_8,-0.5199725,0.5199725,413.47,Risk-reducing contribution,total_ic_mou_min_6_8,-0.4227088,0.4227088,151.79,Risk-reducing contribution,total_ic_mou_8,-0.34767687,0.34767687,189.53,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.27128822,0.27128822,0.2058737750816613,Risk-reducing contribution,roam_og_mou_8,-0.19926964,0.19926964,0.0,Risk-reducing contribution
49884,0.5743669541648704,Very High,0.1,True,1,roam_og_mou_8,0.46942332,0.46942332,122.66,Risk-increasing contribution,last_day_rch_amt_8,0.29992327,0.29992327,0.0,Risk-increasing contribution,total_ic_mou_min_6_8,0.27922025,0.27922025,0.0,Risk-increasing contribution,arpu_8,0.2565258,0.2565258,1123.27,Risk-increasing contribution,total_activity_8,0.19025838,0.19025838,18.29,Risk-increasing contribution,aon,-0.21893516,0.21893516,2963.0,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.09060895,0.09060895,-0.0296725950017562,Risk-reducing contribution,roam_ic_mou_pct_change_7_to_8,-0.066947676,0.066947676,10.221941992433797,Risk-reducing contribution,total_voice_mou_8,-0.066636294,0.066636294,18.29,Risk-reducing contribution,total_ic_mou_8,-0.059575956,0.059575956,9.81,Risk-reducing contribution
41069,0.0027891887194835046,Below Primary Threshold,0.1,False,0,voice_rech_recency_8,0.4033144,0.4033144,11.0,Risk-increasing contribution,std_ic_t2f_mou_6,0.05428789,0.05428789,0.68,Risk-increasing contribution,onnet_mou_8,0.031425115,0.031425115,2.91,Risk-increasing contribution,std_ic_mou_std_6_8,0.030158577,0.030158577,6.523753180152937,Risk-increasing contribution,spl_ic_mou_8,0.029954337,0.029954337,0.0,Risk-increasing contribution,total_activity_8,-0.4796933,0.4796933,405.11,Risk-reducing contribution,std_ic_t2f_mou_8,-0.3827292,0.3827292,8.01,Risk-reducing contribution,total_ic_mou_min_6_8,-0.29336864,0.29336864,65.09,Risk-reducing contribution,total_ic_mou_8,-0.2877514,0.2877514,95.04,Risk-reducing contribution,aon,-0.27363238,0.27363238,3113.0,Risk-reducing contribution
19616,0.009330155272040765,Below Primary Threshold,0.1,False,0,total_ic_mou_min_6_8,0.36486778,0.36486778,0.0,Risk-increasing contribution,aon,0.20210564,0.20210564,308.0,Risk-increasing contribution,arpu_std_6_8,0.051594365,0.051594365,183.65478373719412,Risk-increasing contribution,arpu_8,0.043987107,0.043987107,581.126,Risk-increasing contribution,recharge_value_per_transaction_8,0.03798917,0.03798917,74.11111111111111,Risk-increasing contribution,voice_rech_recency_8,-1.0572554,1.0572554,0.0,Risk-reducing contribution,total_activity_8,-0.6030553,0.6030553,1495.81,Risk-reducing contribution,last_day_rch_amt_8,-0.40042022,0.40042022,252.0,Risk-reducing contribution,roam_og_mou_8,-0.30723533,0.30723533,0.0,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.21228865,0.21228865,0.0608581560283687,Risk-reducing contribution
